"genotype","treatment","N","norm_sleep_time_all_mean","norm_sleep_time_all_sd","norm_sleep_time_all_se","norm_sleep_time_all_ci","norm_sleep_time_l_mean","norm_sleep_time_l_sd","norm_sleep_time_l_se","norm_sleep_time_l_ci","norm_sleep_time_d_mean","norm_sleep_time_d_sd","norm_sleep_time_d_se","norm_sleep_time_d_ci","norm_sleep_time_ZT0_4_mean","norm_sleep_time_ZT0_4_sd","norm_sleep_time_ZT0_4_se","norm_sleep_time_ZT0_4_ci","norm_sleep_time_ZT16_20_mean","norm_sleep_time_ZT16_20_sd","norm_sleep_time_ZT16_20_se","norm_sleep_time_ZT16_20_ci","norm_sleep_time_ZT20_24_mean","norm_sleep_time_ZT20_24_sd","norm_sleep_time_ZT20_24_se","norm_sleep_time_ZT20_24_ci"
"CS","Grp10_Box",28,1.0219473100302,0.114267038623413,0.0215944405178116,0.0443081320407642,1.02015035862785,0.163220166334509,0.0308457120765506,0.063290173341231,1.02345608330296,0.0981885262698388,0.0185558872935661,0.0380735358093078,1.05675812447196,0.438422616866444,0.0828540866696259,0.170002543443841,1.0244912164774,0.103554807087219,0.0195700190441465,0.0401543622828801,1.04784646705269,0.116657104601373,0.02204612053172,0.0452349028769857
"CS","Grp25_Vial",32,1.02712008581348,0.143181219430956,0.025311102799547,0.0516223345027978,1.07251586168687,0.174313623487264,0.0308145863052608,0.062846763114722,0.989004456618214,0.15001028833661,0.0265183230326416,0.0540844764009561,1.09539834168787,0.369196237730488,0.0652652908219472,0.133109438214333,0.983948840157382,0.155541190385631,0.0274960576188769,0.0560785792365899,0.961376743639066,0.206042338825396,0.0364234837487435,0.0742861848701635
"CS","Grp25F_Vial",28,0.949757220474787,0.141009475455332,0.026648286039891,0.0546777665085439,0.900113012964583,0.215727058766937,0.0407685820403379,0.0836502207439953,0.991439957882547,0.104487910786821,0.019746359068188,0.0405161821254852,0.948387860096296,0.417927601019904,0.0789808927377494,0.16205540593817,1.03000015933192,0.111560441843333,0.021082941804996,0.0432586233726688,0.968317606989201,0.168890543321336,0.0319173126013454,0.0654889159994812
"CS","Grp5_Box",25,1.04917076896658,0.0855626859273486,0.0171125371854697,0.035318540882897,1.06060587728998,0.164284587868504,0.0328569175737008,0.0678133449198916,1.03956951553987,0.0705770562199191,0.0141154112439838,0.0291327769632463,0.986915561737174,0.439249604841342,0.0878499209682684,0.181313325525545,1.01843826551599,0.0985568856144508,0.0197113771228902,0.0406822828916406,1.06625990582414,0.0931669355596382,0.0186333871119276,0.0384574208585657
"CS","Grp50_Vial",29,0.952004614714953,0.119560727555988,0.0222018697362036,0.0454784685288472,0.946614889430717,0.153263829779869,0.0284603787012829,0.0582984429899052,0.956529986656415,0.11798400808313,0.0219090802804808,0.0448787165167022,0.912540112006702,0.317557629593229,0.0589689714180176,0.120792462196987,0.943121518517302,0.141830147604886,0.0263371972231905,0.0539493028868533,0.956199276494905,0.142204674564422,0.0264067451335979,0.0540917653232288
"CS","Iso_Box",29,1.00550732314699,0.117065484656687,0.021738514762184,0.044529328890879,1.04512650482705,0.185935079699959,0.034527277503861,0.0707259218256552,0.972241892412878,0.103844876193426,0.0192835094026923,0.0395004783793507,1.06920426657427,0.42974630738076,0.0798018858794095,0.163466752964112,0.963233909024985,0.13819574152082,0.0256623049563371,0.0525668487474884,0.978681806056188,0.152763305617815,0.0283674336977444,0.0581080537808628
"CS","Iso_Vial",28,1.05278908538016,0.0889464108276914,0.0168092916472753,0.0344898175622966,1.07097965841535,0.153047559966798,0.0289232701740995,0.0593456483796214,1.0375157450017,0.0837497852594219,0.0158272217251067,0.0324747765266736,0.999315962480487,0.372729673517566,0.070439287312984,0.144529479267903,1.03843572807792,0.0990954176640623,0.0187272736575133,0.0384251915809631,1.00020079863627,0.134308239756535,0.0253818715301879,0.0520792985710216
