"file","monitor","region_id","genotype","treatment","temp","sex","start_datetime","stop_datetime"
"Monitor21.txt","M21","1","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","2","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","3","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","4","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","5","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","6","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","7","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","8","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","9","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","10","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","11","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","12","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","13","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","14","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","15","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","16","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","17","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","18","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","19","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","20","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","21","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","22","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","23","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","24","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","25","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","26","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","27","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","28","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","29","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","30","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","31","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor21.txt","M21","32","CS","Iso_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","1","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","2","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","3","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","4","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","5","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","6","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","7","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","8","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","9","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","10","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","11","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","12","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","13","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","14","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","15","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","16","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","17","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","18","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","19","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","20","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","21","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","22","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","23","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","24","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","25","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","26","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","27","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","28","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","29","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","30","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","31","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor22.txt","M22","32","CS","Grp25_Vial","25","M","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","1","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","2","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","3","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","4","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","5","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","6","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","7","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","8","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","9","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","10","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","11","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","12","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","13","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","14","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
"Monitor23.txt","M23","15","CS","Grp25F_Vial","25","F","2024-06-30 10:05:00","2024-07-02 10:20:00"
