"id","monitor","region_id","genotype","treatment","temp","sex","start_datetime","stop_datetime","sleep_fraction","sleep_fraction_all","sleep_time_all","sleep_fraction_l","sleep_time_l","sleep_fraction_d","sleep_time_d","sleep_fraction_ZT0_4","sleep_time_ZT0_4","sleep_fraction_ZT16_20","sleep_time_ZT16_20","sleep_fraction_ZT20_24","sleep_time_ZT20_24","Day1_latency","Day1_first_bout_length","Day1_latency_to_longest_bout","Day2_latency","Day2_first_bout_length","Day2_latency_to_longest_bout","n_bouts_L","mean_bout_length_L","n_bouts_D","mean_bout_length_D"
"2024-06-30 10:05:00|Monitor21.txt|14","M21",14,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.756681707740368,0.756681707740368,1089.62165914613,0.66412213740458,478.167938931298,0.849305555555556,611.5,0.344398340248963,82.655601659751,0.867219917012448,208.132780082988,0.759336099585062,182.240663900415,4920,300,25440,5100,300,32460,43,15.3023255813953,21,35.6190476190476
"2024-06-30 10:05:00|Monitor21.txt|15","M21",15,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.825407844498438,0.825407844498438,1188.58729607775,0.742539902845246,534.628730048577,0.908333333333333,654,0.522821576763486,125.477178423237,0.995850622406639,239.004149377593,1,240,1080,840,28740,3660,480,16140,35.5,20.3239436619718,5.5,125.818181818182
"2024-06-30 10:05:00|Monitor21.txt|16","M21",16,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.740715029503645,0.740715029503645,1066.62964248525,0.712005551700208,512.64399722415,0.769444444444444,554,0.423236514522822,101.576763485477,0.730290456431535,175.269709543568,0.896265560165975,215.103734439834,1380,420,23820,3060,360,33000,38,18.1315789473684,41,16.7073170731707
"2024-06-30 10:05:00|Monitor21.txt|17","M21",17,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.828184658104825,0.828184658104825,1192.58590767095,0.786259541984733,566.106870229008,0.870138888888889,626.5,0.630705394190871,151.369294605809,1,240,0.896265560165975,215.103734439834,1980,360,20340,3300,660,18720,34,21.2794117647059,9,76.2222222222222
"2024-06-30 10:05:00|Monitor21.txt|18","M21",18,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.925373134328358,0.925373134328358,1332.53731343284,0.905621096460791,652.04718945177,0.945138888888889,680.5,0.995850622406639,239.004149377593,0.995850622406639,239.004149377593,1,240,0,12900,0,3240,8580,3240,19.5,36.1025641025641,8,89.0625
"2024-06-30 10:05:00|Monitor21.txt|19","M21",19,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.730301978479695,0.730301978479695,1051.63484901076,0.580846634281749,418.209576682859,0.879861111111111,633.5,0.273858921161826,65.7261410788382,0.970954356846473,233.029045643154,0.896265560165975,215.103734439834,1020,480,29400,1440,540,26760,42,16.7261904761905,19.5,35.7948717948718
"2024-06-30 10:05:00|Monitor21.txt|20","M21",20,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.740020826102048,0.740020826102048,1065.62998958695,0.714087439278279,514.142956280361,0.765972222222222,551.5,0.273858921161826,65.7261410788382,0.721991701244813,173.278008298755,0.854771784232365,205.145228215768,4560,300,15780,5220,480,21240,30.5,25.7704918032787,27,22.6481481481481
"2024-06-30 10:05:00|Monitor21.txt|21","M21",21,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.788962165914613,0.788962165914613,1136.10551891704,0.714087439278279,514.142956280361,0.863888888888889,622,0.551867219917012,132.448132780083,0.975103734439834,234.02489626556,0.854771784232365,205.145228215768,3180,300,18900,2940,300,6420,36.5,20.1232876712329,16.5,41.030303030303
"2024-06-30 10:05:00|Monitor21.txt|22","M21",22,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.659146129816036,0.659146129816036,949.170426935092,0.62734212352533,451.686328938237,0.690972222222222,497.5,0.45643153526971,109.54356846473,0.771784232365145,185.228215767635,0.784232365145228,188.215767634855,420,300,24660,3180,420,17940,48,15.40625,35,18.7285714285714
"2024-06-30 10:05:00|Monitor21.txt|23","M21",23,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.81881291218327,0.81881291218327,1179.09059354391,0.777238029146426,559.611380985427,0.860416666666667,619.5,0.688796680497925,165.311203319502,0.950207468879668,228.04979253112,0.87551867219917,210.124481327801,720,540,24720,840,300,25140,36.5,19.6712328767123,14.5,47.3793103448276
"2024-06-30 10:05:00|Monitor21.txt|24","M21",24,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.794515793127386,0.794515793127386,1144.10274210344,0.742539902845246,534.628730048577,0.846527777777778,609.5,0.394190871369295,94.6058091286307,0.87551867219917,210.124481327801,0.879668049792531,211.120331950207,4260,300,33540,1500,360,21600,36,20.125,15,44.7
"2024-06-30 10:05:00|Monitor21.txt|25","M21",25,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.735161402290871,0.735161402290871,1058.63241929885,0.65440666204025,471.17279666898,0.815972222222222,587.5,0.49792531120332,119.502074688797,0.987551867219917,237.01244813278,0.75103734439834,180.248962655602,3060,420,28680,1080,360,27660,47,14.8297872340426,21.5,32.5348837209302
"2024-06-30 10:05:00|Monitor21.txt|26","M21",26,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.733772995487678,0.733772995487678,1056.63311350226,0.578070784177654,416.210964607911,0.889583333333333,640.5,0.269709543568465,64.7302904564315,0.991701244813278,238.008298755187,1,240,2580,300,18840,840,840,19440,42,17.9047619047619,7.5,87.5333333333333
"2024-06-30 10:05:00|Monitor21.txt|27","M21",27,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.738979520999653,0.738979520999653,1064.1305102395,0.701596113809854,505.149201943095,0.776388888888889,559,0.352697095435685,84.6473029045643,0.850622406639004,204.149377593361,0.796680497925311,191.203319502075,6240,420,16200,4440,480,17700,32,22.53125,35,18.8142857142857
"2024-06-30 10:05:00|Monitor21.txt|29","M21",29,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.849704963554321,0.849704963554321,1223.57514751822,0.825815405968078,594.587092297016,0.873611111111111,629,0.680497925311203,163.319502074689,0.970954356846473,233.029045643154,0.871369294605809,209.128630705394,1560,420,20940,1920,420,6420,39.5,18.0379746835443,20.5,33.0731707317073
"2024-06-30 10:05:00|Monitor21.txt|30","M21",30,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.821936827490455,0.821936827490455,1183.58903158625,0.84177654406662,606.079111727967,0.802083333333333,577.5,0.804979253112033,193.195020746888,0.800829875518672,192.199170124481,0.614107883817427,147.385892116183,1260,540,3300,840,300,29520,32,22.15625,27,25.5
"2024-06-30 10:05:00|Monitor21.txt|31","M21",31,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.724054147865325,0.724054147865325,1042.63797292607,0.628730048577377,452.685634975711,0.819444444444444,590,0.614107883817427,147.385892116183,0.91701244813278,220.082987551867,0.688796680497925,165.311203319502,1260,600,6300,2880,1560,22680,33.5,21.5223880597015,12,58.625
"2024-06-30 10:05:00|Monitor21.txt|32","M21",32,"CS","Iso_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.803540437348143,0.803540437348143,1157.09822978133,0.828591256072172,596.585704371964,0.778472222222222,560.5,0.697095435684647,167.302904564315,0.817427385892116,196.182572614108,0.622406639004149,149.377593360996,1860,720,17340,540,300,13020,38,17.7894736842105,30.5,23.1475409836066
"2024-06-30 10:05:00|Monitor22.txt|01","M22",1,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.832349878514405,0.832349878514405,1198.58382506074,0.802220680083276,577.598889659958,0.8625,621,0.639004149377593,153.360995850622,0.983402489626556,236.016597510373,0.842323651452282,202.157676348548,1380,300,27540,420,420,14700,37.5,18.3066666666667,23,30.6521739130435
"2024-06-30 10:05:00|Monitor22.txt|02","M22",2,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.758764317945158,0.758764317945158,1092.62061784103,0.768216516308119,553.115891741846,0.749305555555556,539.5,0.522821576763486,125.477178423237,0.759336099585062,182.240663900415,0.83402489626556,200.165975103734,2400,420,14280,1200,2220,29520,37,18.5675675675676,30,23.5166666666667
"2024-06-30 10:05:00|Monitor22.txt|03","M22",3,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.739326622700451,0.739326622700451,1064.63033668865,0.609299097848716,438.695350451076,0.869444444444444,626,0.203319502074689,48.7966804979253,1,240,0.838174273858921,201.161825726141,4560,360,23640,5340,1020,38940,42,17.3809523809524,12,56.7083333333333
"2024-06-30 10:05:00|Monitor22.txt|04","M22",4,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.591461298160361,0.591461298160361,851.70426935092,0.573213046495489,412.713393476752,0.609722222222222,439,0.352697095435685,84.6473029045643,0.684647302904564,164.315352697095,0.406639004149378,97.5933609958506,2100,420,21480,1560,540,15000,54.5,13.4770642201835,44.5,14.876404494382
"2024-06-30 10:05:00|Monitor22.txt|05","M22",5,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.555015619576536,0.555015619576536,799.222492190212,0.590562109646079,425.204718945177,0.519444444444444,374,0.298755186721992,71.701244813278,0.568464730290456,136.43153526971,0.45643153526971,109.54356846473,4980,300,27960,1260,360,25260,47.5,16.1052631578947,23.5,27.7234042553191
"2024-06-30 10:05:00|Monitor22.txt|06","M22",6,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.782367233599445,0.782367233599445,1126.6088163832,0.826509368494101,595.086745315753,0.738194444444444,531.5,0.813278008298755,195.186721991701,0.867219917012448,208.132780082988,0.721991701244813,173.278008298755,540,1320,24900,1620,540,19740,23,31.804347826087,19,36.1842105263158
"2024-06-30 10:05:00|Monitor22.txt|07","M22",7,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.926761541131552,0.926761541131552,1334.53661922943,0.907702984038862,653.546148507981,0.945833333333333,681,0.70954356846473,170.290456431535,0.950207468879668,228.04979253112,1,240,480,1500,20520,480,1080,7200,19.5,35.8205128205128,6,119.916666666667
"2024-06-30 10:05:00|Monitor22.txt|08","M22",8,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.764317945157931,0.764317945157931,1100.61784102742,0.737682165163081,531.131158917418,0.790972222222222,569.5,0.639004149377593,153.360995850622,0.912863070539419,219.087136929461,0.887966804979253,213.112033195021,0,360,31740,2820,300,18480,39.5,18.7594936708861,20,32.5
"2024-06-30 10:05:00|Monitor22.txt|09","M22",9,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.921555015619577,0.921555015619577,1327.03922249219,0.934767522553782,673.032616238723,0.908333333333333,654,0.821576763485477,197.178423236515,1,240,0.825726141078838,198.174273858921,1620,300,5640,720,540,22680,10.5,67.9523809523809,7.5,95.7333333333333
"2024-06-30 10:05:00|Monitor22.txt|10","M22",10,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.817077403679278,0.817077403679278,1176.59146129816,0.765440666204025,551.117279666898,0.86875,625.5,0.680497925311203,163.319502074689,0.995850622406639,239.004149377593,0.887966804979253,213.112033195021,1680,540,23880,180,900,12360,38,19.1052631578947,11.5,59.2608695652174
"2024-06-30 10:05:00|Monitor22.txt|11","M22",11,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.816383200277681,0.816383200277681,1175.59180839986,0.687022900763359,494.656488549618,0.945833333333333,681,0.394190871369295,94.6058091286307,1,240,1,240,3420,360,26880,6300,840,30180,37.5,18.7066666666667,2,360
"2024-06-30 10:05:00|Monitor22.txt|12","M22",12,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.696980215203055,0.696980215203055,1003.6515098924,0.546842470506593,393.726578764747,0.847222222222222,610,0.423236514522822,101.576763485477,0.871369294605809,209.128630705394,0.87551867219917,210.124481327801,3420,540,22380,3120,300,25080,54,13.6851851851852,22,29.6818181818182
"2024-06-30 10:05:00|Monitor22.txt|13","M22",13,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.788267962513016,0.788267962513016,1135.10586601874,0.717557251908397,516.641221374046,0.859027777777778,618.5,0.672199170124481,161.327800829876,0.892116182572614,214.107883817427,1,240,0,480,27660,3120,300,26760,45.5,16.5494505494506,8.5,76.2941176470588
"2024-06-30 10:05:00|Monitor22.txt|14","M22",14,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.857341200971885,0.857341200971885,1234.57132939951,0.817487855655795,588.591256072172,0.897222222222222,646,0.829875518672199,199.170124481328,0.987551867219917,237.01244813278,0.921161825726141,221.078838174274,180,360,25500,480,300,20280,36.5,19.6849315068493,11.5,60.0434782608696
"2024-06-30 10:05:00|Monitor22.txt|15","M22",15,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.811176674765706,0.811176674765706,1168.09441166262,0.746703678001388,537.626648160999,0.875694444444444,630.5,0.460580912863071,110.539419087137,0.887966804979253,213.112033195021,0.983402489626556,236.016597510373,4080,840,25140,600,1260,17460,40.5,17.1358024691358,16.5,42.7575757575758
"2024-06-30 10:05:00|Monitor22.txt|16","M22",16,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.819160013884068,0.819160013884068,1179.59041999306,0.784871616932686,565.107564191534,0.853472222222222,614.5,0.302904564315353,72.6970954356846,0.925311203319502,222.074688796681,0.946058091286307,227.053941908714,8280,360,22380,480,420,35820,35.5,19.3380281690141,19,37.2105263157895
"2024-06-30 10:05:00|Monitor22.txt|17","M22",17,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.744880249913225,0.744880249913225,1072.62755987504,0.700902151283831,504.649548924358,0.788888888888889,568,0.609958506224066,146.390041493776,0.655601659751037,157.344398340249,0.688796680497925,165.311203319502,1260,3360,20940,1260,1080,26940,42,16.8333333333333,15,46.5
"2024-06-30 10:05:00|Monitor22.txt|18","M22",18,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.747657063519611,0.747657063519611,1076.62617146824,0.616932685634976,444.191533657183,0.878472222222222,632.5,0.423236514522822,101.576763485477,0.950207468879668,228.04979253112,0.95850622406639,230.041493775934,6180,780,10740,3000,300,17520,45.5,16.1868131868132,11.5,56.3913043478261
"2024-06-30 10:05:00|Monitor22.txt|19","M22",19,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.480041652204096,0.480041652204096,691.259979173898,0.444829979181124,320.277585010409,0.515277777777778,371,0.410788381742739,98.5892116182573,0.464730290456432,111.535269709544,0.390041493775934,93.6099585062241,1740,300,16620,2040,420,27240,45.5,15.6373626373626,32.5,21.6461538461538
"2024-06-30 10:05:00|Monitor22.txt|20","M22",20,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.688649774383895,0.688649774383895,991.655675112808,0.609299097848716,438.695350451076,0.768055555555556,553,0.643153526970954,154.356846473029,0.813278008298755,195.186721991701,0.705394190871369,169.294605809129,1800,600,25500,1740,720,14640,52.5,14.3619047619048,37.5,16.7066666666667
"2024-06-30 10:05:00|Monitor22.txt|21","M22",21,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.758764317945158,0.758764317945158,1092.62061784103,0.705065926439972,507.64746703678,0.8125,585,0.410788381742739,98.5892116182573,0.929460580912863,223.070539419087,0.813278008298755,195.186721991701,4140,660,24480,2700,300,25260,30.5,23.2950819672131,9.5,74.5263157894737
"2024-06-30 10:05:00|Monitor22.txt|22","M22",22,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.698368622006248,0.698368622006248,1005.650815689,0.702984038861901,506.148507980569,0.69375,499.5,0.734439834024896,176.265560165975,0.809128630705394,194.190871369295,0.721991701244813,173.278008298755,0,300,25560,1680,600,16260,39.5,18.0253164556962,33.5,20.5970149253731
"2024-06-30 10:05:00|Monitor22.txt|23","M22",23,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.76258243665394,0.76258243665394,1098.11870878167,0.723108952116586,520.638445523942,0.802083333333333,577.5,0.344398340248963,82.655601659751,0.800829875518672,192.199170124481,0.580912863070539,139.419087136929,4560,360,23520,1440,300,18120,34.5,19.768115942029,24,30.0416666666667
"2024-06-30 10:05:00|Monitor22.txt|24","M22",24,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.820201318986463,0.820201318986463,1181.08989934051,0.79528105482304,572.602359472588,0.845138888888889,608.5,0.564315352697095,135.435684647303,0.892116182572614,214.107883817427,0.900414937759336,216.099585062241,3960,360,9300,1920,360,28500,27,26.9814814814815,18,38.3611111111111
"2024-06-30 10:05:00|Monitor22.txt|25","M22",25,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.556056924678931,0.556056924678931,800.721971537661,0.458709229701596,330.270645385149,0.653472222222222,470.5,0.219917012448133,52.7800829875519,0.655601659751037,157.344398340249,0.605809128630705,145.394190871369,6960,420,24120,3360,360,31020,46,16.1195652173913,30,21.7833333333333
"2024-06-30 10:05:00|Monitor22.txt|26","M22",26,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.675807011454356,0.675807011454356,973.162096494273,0.668285912560722,481.16585704372,0.683333333333333,492,0.485477178423237,116.514522821577,0.763485477178423,183.236514522822,0.813278008298755,195.186721991701,3960,300,20760,3420,300,21780,28.5,25.6315789473684,46,14.4130434782609
"2024-06-30 10:05:00|Monitor22.txt|27","M22",27,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.653592502603263,0.653592502603263,941.173203748698,0.673143650242887,484.663428174879,0.634027777777778,456.5,0.506224066390041,121.49377593361,0.746887966804979,179.253112033195,0.688796680497925,165.311203319502,4560,600,18180,1020,300,21360,46,15.4130434782609,38.5,17.7272727272727
"2024-06-30 10:05:00|Monitor22.txt|28","M22",28,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.910100659493231,0.910100659493231,1310.54494967025,0.878556557945871,632.560721721027,0.941666666666667,678,0.825726141078838,198.174273858921,0.966804979253112,232.033195020747,0.933609958506224,224.066390041494,480,2820,19860,720,1020,34860,26.5,26.4339622641509,7.5,95.1333333333333
"2024-06-30 10:05:00|Monitor22.txt|29","M22",29,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.763276640055536,0.763276640055536,1099.11836167997,0.801526717557252,577.099236641221,0.725,522,0.688796680497925,165.311203319502,0.796680497925311,191.203319502075,0.663900414937759,159.336099585062,780,300,18120,1260,420,12060,41.5,17.3373493975904,36.5,17.8767123287671
"2024-06-30 10:05:00|Monitor22.txt|30","M22",30,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.754599097535578,0.754599097535578,1086.62270045123,0.736294240111034,530.131852879945,0.772916666666667,556.5,0.448132780082988,107.551867219917,0.933609958506224,224.066390041494,0.896265560165975,215.103734439834,3780,300,23040,1380,300,15300,41.5,19.0120481927711,17,35.5882352941176
"2024-06-30 10:05:00|Monitor22.txt|31","M22",31,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.701839639014231,0.701839639014231,1010.64908018049,0.784177654406662,564.607911172797,0.619444444444444,446,0.713692946058091,171.286307053942,0.796680497925311,191.203319502075,0.70954356846473,170.290456431535,540,540,14820,60,360,24300,30.5,24.7377049180328,30,21.8333333333333
"2024-06-30 10:05:00|Monitor22.txt|32","M22",32,"CS","Grp25_Vial",25,"M","2024-06-30 10:05:00","2024-07-02 10:20:00",0.849010760152725,0.849010760152725,1222.57549461992,0.794587092297016,572.102706453852,0.903472222222222,650.5,0.75103734439834,180.248962655602,0.842323651452282,202.157676348548,0.954356846473029,229.045643153527,1560,780,17700,600,360,11160,42,17,12,56.8333333333333
"2024-06-30 10:05:00|Monitor23.txt|01","M23",1,"CS","Grp25F_Vial",25,"F","2024-06-30 10:05:00","2024-07-02 10:20:00",0.758070114543561,0.758070114543561,1091.62096494273,0.678001387925052,488.160999306037,0.838194444444444,603.5,0.485477178423237,116.514522821577,0.887966804979253,213.112033195021,0.804979253112033,193.195020746888,0,660,28800,2580,300,23100,35.5,19.4929577464789,28.5,24.6491228070175
"2024-06-30 10:05:00|Monitor23.txt|02","M23",2,"CS","Grp25F_Vial",25,"F","2024-06-30 10:05:00","2024-07-02 10:20:00",0.590072891357168,0.590072891357168,849.704963554321,0.426786953504511,307.286606523248,0.753472222222222,542.5,0.286307053941909,68.7136929460581,0.796680497925311,191.203319502075,0.962655601659751,231.03734439834,900,300,23400,1500,660,16380,53.5,13.6542056074766,36.5,17.2465753424658
"2024-06-30 10:05:00|Monitor23.txt|03","M23",3,"CS","Grp25F_Vial",25,"F","2024-06-30 10:05:00","2024-07-02 10:20:00",0.538354737938216,0.538354737938216,775.230822631031,0.34559333795975,248.82720333102,0.73125,526.5,0.20746887966805,49.792531120332,0.879668049792531,211.120331950207,0.775933609958506,186.224066390041,6480,300,9960,2580,360,13800,45.5,16.2307692307692,39.5,16.6962025316456
"2024-06-30 10:05:00|Monitor23.txt|04","M23",4,"CS","Grp25F_Vial",25,"F","2024-06-30 10:05:00","2024-07-02 10:20:00",0.730649080180493,0.730649080180493,1052.13467545991,0.594725884802221,428.202637057599,0.866666666666667,624,0.282157676348548,67.7178423236515,0.946058091286307,227.053941908714,0.838174273858921,201.161825726141,2040,300,18300,2520,300,25800,45.5,15.4725274725275,19.5,36.4358974358974
"2024-06-30 10:05:00|Monitor23.txt|05","M23",5,"CS","Grp25F_Vial",25,"F","2024-06-30 10:05:00","2024-07-02 10:20:00",0.792086081221798,0.792086081221798,1140.60395695939,0.730742539902845,526.134628730049,0.853472222222222,614.5,0.506224066390041,121.49377593361,1,240,0.896265560165975,215.103734439834,3780,360,20280,2940,300,22980,34.5,20.4057971014493,21.5,32.3720930232558
